clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.688,street,square,0 dB,1.464727,0.056336,0.000022,4.000000,0.000000,0.058333,1.116667,0.333333,0.616667
5.688,street,square,10 dB,1.719400,0.075260,0.000022,2.166667,0.000000,0.083333,1.016667,0.333333,0.566667
5.688,street,square,5 dB,1.484958,0.093742,0.000022,1.500000,0.000000,0.075833,0.733333,0.200000,0.450000
5.688,street,traffic,-5 dB,1.421004,0.074175,0.000022,2.000000,0.000000,0.058333,1.683333,0.366667,1.216667
5.688,street,traffic,0 dB,1.333157,0.094872,0.000022,2.666667,0.000000,0.070000,0.983333,0.316667,0.583333
5.688,street,traffic,10 dB,1.656859,0.111559,0.000022,1.500000,0.000000,0.057500,1.066667,0.316667,0.616667
5.688,street,traffic,5 dB,1.718963,0.101339,0.000022,1.000000,0.000000,0.082500,1.050000,0.266667,0.700000
5.688,transportation,bus,-5 dB,1.614385,0.131734,0.000021,2.333333,0.000000,0.067500,0.883333,0.266667,0.533333
5.688,transportation,bus,0 dB,1.524687,0.144581,0.000022,2.333333,0.000000,0.050000,1.116667,0.300000,0.700000
5.688,transportation,bus,10 dB,2.123784,0.151661,0.000022,1.833333,0.000000,0.054167,0.900000,0.266667,0.550000
5.688,transportation,bus,5 dB,1.727655,0.094864,0.000022,2.666667,0.000000,0.072500,1.116667,0.383333,0.633333
5.688,transportation,car,-5 dB,1.683190,0.145964,0.000022,3.000000,0.000000,0.044167,1.233333,0.383333,0.766667
5.688,transportation,car,0 dB,1.849352,0.132935,0.000021,2.000000,0.000000,0.059167,1.150000,0.300000,0.716667
5.688,transportation,car,10 dB,2.214998,0.130911,0.000022,2.500000,0.000000,0.044167,0.983333,0.333333,0.583333
5.688,transportation,car,5 dB,1.836443,0.099873,0.000022,2.000000,0.000000,0.052500,0.983333,0.366667,0.550000
5.688,transportation,metro,-5 dB,1.388740,0.098287,0.000022,2.000000,0.000000,0.055000,0.933333,0.300000,0.583333
5.688,transportation,metro,0 dB,1.436097,0.135628,0.000022,1.833333,0.000000,0.052500,0.883333,0.250000,0.500000
5.688,transportation,metro,10 dB,1.920936,0.161753,0.000022,1.666667,0.000000,0.038333,0.933333,0.316667,0.566667
5.688,transportation,metro,5 dB,1.712692,0.088173,0.000022,1.500000,0.000000,0.050833,0.783333,0.233333,0.433333
