clean_audio_duration,noise_category,noise_type,snr_level,pesq_score,stoi_score,mse_score,buffer_queue_avg,buffer_droped_avg,worklet_ms_avg,worker_ms_avg,model1_ms_avg,model2_ms_avg
5.724,office,office,5 dB,2.548780,0.017809,0.000021,2.000000,0.000000,0.092500,0.866667,0.250000,0.600000
5.724,public,cafeter,-5 dB,1.184771,0.141882,0.000021,3.000000,0.000000,0.126667,1.166667,0.300000,0.683333
5.724,public,cafeter,0 dB,1.216396,0.102084,0.000021,1.833333,0.000000,0.134167,1.200000,0.333333,0.816667
5.724,public,cafeter,10 dB,1.538118,0.061818,0.000022,3.666667,0.000000,0.144167,1.316667,0.400000,0.850000
5.724,public,cafeter,5 dB,1.385758,0.036974,0.000022,3.000000,0.000000,0.109167,0.983333,0.250000,0.583333
5.724,public,resto,-5 dB,1.094639,0.083801,0.000022,3.500000,0.000000,0.107500,1.116667,0.333333,0.716667
5.724,public,resto,0 dB,1.213607,0.006565,0.000022,1.500000,0.000000,0.097500,0.850000,0.250000,0.516667
5.724,public,resto,10 dB,1.502557,0.000000,0.000022,3.000000,0.000000,0.095833,1.283333,0.366667,0.733333
5.724,public,resto,5 dB,1.377209,0.042350,0.000021,2.333333,0.000000,0.108333,1.150000,0.266667,0.850000
5.724,public,station,-5 dB,1.259522,0.072937,0.000022,3.166667,0.000000,0.082500,1.066667,0.333333,0.616667
5.724,public,station,0 dB,1.316566,0.086503,0.000021,2.833333,0.000000,0.089167,1.516667,0.516667,0.916667
5.724,public,station,10 dB,1.463803,0.018845,0.000022,1.666667,0.000000,0.096667,0.883333,0.183333,0.583333
5.724,public,station,5 dB,1.551281,0.041025,0.000021,2.166667,0.000000,0.136667,1.000000,0.283333,0.633333
5.724,street,square,-5 dB,1.316468,0.008712,0.000021,3.000000,0.000000,0.070833,0.916667,0.266667,0.533333
5.724,street,square,0 dB,1.668665,0.084272,0.000022,4.500000,0.000000,0.069167,1.050000,0.333333,0.616667
5.724,street,square,10 dB,2.081227,0.004028,0.000021,1.666667,0.000000,0.091667,0.950000,0.266667,0.583333
5.724,street,square,5 dB,1.882176,0.008800,0.000021,2.166667,0.000000,0.062500,1.033333,0.366667,0.616667
5.724,street,traffic,-5 dB,1.269443,0.106693,0.000021,3.833333,0.000000,0.048333,0.833333,0.233333,0.516667
5.724,street,traffic,0 dB,1.394417,0.086324,0.000021,4.000000,0.000000,0.066667,1.016667,0.233333,0.683333
5.724,street,traffic,10 dB,1.565856,0.010670,0.000021,2.500000,0.000000,0.075833,0.850000,0.250000,0.583333
5.724,street,traffic,5 dB,1.693787,0.039651,0.000022,4.500000,0.000000,0.046667,1.233333,0.433333,0.716667
5.724,transportation,bus,-5 dB,1.757678,0.041866,0.000022,3.166667,0.000000,0.065833,1.150000,0.266667,0.783333
5.724,transportation,bus,0 dB,1.946260,0.021199,0.000022,2.666667,0.000000,0.076667,0.783333,0.233333,0.483333
5.724,transportation,bus,10 dB,2.603566,0.033720,0.000021,3.500000,0.000000,0.040000,0.950000,0.266667,0.583333
5.724,transportation,bus,5 dB,1.786422,0.045562,0.000022,3.166667,0.000000,0.050833,0.816667,0.233333,0.566667
5.724,transportation,car,-5 dB,2.245275,0.000000,0.000022,1.833333,0.000000,0.040000,1.033333,0.333333,0.633333
5.724,transportation,car,0 dB,2.892373,0.000000,0.000022,3.500000,0.000000,0.025000,1.033333,0.283333,0.700000
5.724,transportation,car,10 dB,2.364160,0.000000,0.000022,2.500000,0.000000,0.049167,0.983333,0.300000,0.583333
5.724,transportation,car,5 dB,2.368264,0.000000,0.000022,3.500000,0.000000,0.049167,0.783333,0.233333,0.466667
5.724,transportation,metro,-5 dB,1.426556,0.045372,0.000022,1.666667,0.000000,0.063333,0.950000,0.366667,0.550000
5.724,transportation,metro,0 dB,1.676552,0.000000,0.000022,3.000000,0.000000,0.050833,1.433333,0.383333,1.000000
5.724,transportation,metro,10 dB,2.047069,0.000000,0.000022,3.500000,0.000000,0.025000,1.083333,0.316667,0.716667
5.724,transportation,metro,5 dB,2.071206,0.000000,0.000022,2.333333,0.000000,0.045833,1.100000,0.300000,0.666667
